State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,Method Code,Method Name,CBSA Name,Date of Last Change
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-25,ppb,None,18,75.0,6.027778,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-26,ppb,None,24,100.0,8.820833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-27,ppb,None,24,100.0,8.779167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-28,ppb,None,18,75.0,5.666667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-29,ppb,None,15,63.0,11.34,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-30,ppb,None,24,100.0,11.216667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-31,ppb,None,24,100.0,9.420833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-01,ppb,None,22,92.0,12.0,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-02,ppb,None,24,100.0,8.1125,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-03,ppb,None,24,100.0,3.245833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-04,ppb,None,24,100.0,3.945833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-05,ppb,None,24,100.0,5.808333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-06,ppb,None,24,100.0,6.466667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-07,ppb,None,9,38.0,8.411111,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-08,ppb,None,14,58.0,4.2,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-09,ppb,None,24,100.0,4.858333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-10,ppb,None,24,100.0,4.445833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-11,ppb,None,24,100.0,3.570833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-12,ppb,None,24,100.0,6.358333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-13,ppb,None,24,100.0,11.816667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-14,ppb,None,24,100.0,10.8125,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-15,ppb,None,21,88.0,10.642857,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-16,ppb,None,24,100.0,11.625,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-17,ppb,None,24,100.0,9.925,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-18,ppb,None,24,100.0,8.666667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-19,ppb,None,24,100.0,12.0,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-20,ppb,None,24,100.0,11.079167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-21,ppb,None,18,75.0,15.883333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-22,ppb,None,21,88.0,8.87619,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-23,ppb,None,24,100.0,8.054167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-24,ppb,None,24,100.0,8.933333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-25,ppb,None,24,100.0,7.679167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-26,ppb,None,24,100.0,7.408333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-27,ppb,None,24,100.0,8.475,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-28,ppb,None,24,100.0,4.104167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-29,ppb,None,21,88.0,4.614286,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-09-30,ppb,None,22,92.0,7.072727,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-01,ppb,None,24,100.0,9.245833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-02,ppb,None,24,100.0,5.258333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-03,ppb,None,20,83.0,4.705,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-04,ppb,None,23,96.0,9.995652,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-05,ppb,None,20,83.0,15.61,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-06,ppb,None,20,83.0,19.205,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-07,ppb,None,23,96.0,13.634783,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-08,ppb,None,24,100.0,3.158333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-09,ppb,None,24,100.0,9.008333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-10,ppb,None,24,100.0,13.975,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-11,ppb,None,24,100.0,13.804167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-12,ppb,None,24,100.0,10.166667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-13,ppb,None,20,83.0,8.76,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-14,ppb,None,24,100.0,14.0,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-15,ppb,None,24,100.0,11.995833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-16,ppb,None,24,100.0,14.508333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-17,ppb,None,20,83.0,7.27,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-18,ppb,None,23,96.0,4.773913,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-19,ppb,None,24,100.0,11.320833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-20,ppb,None,22,92.0,16.763636,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-21,ppb,None,22,92.0,9.263636,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-22,ppb,None,24,100.0,9.554167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-23,ppb,None,24,100.0,14.1375,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-24,ppb,None,24,100.0,11.8,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-25,ppb,None,22,92.0,4.840909,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-26,ppb,None,24,100.0,5.808333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-27,ppb,None,24,100.0,7.779167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-28,ppb,None,24,100.0,6.591667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-29,ppb,None,24,100.0,3.6,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-30,ppb,None,24,100.0,4.545833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-10-31,ppb,None,18,75.0,12.961111,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-01,ppb,None,21,88.0,13.614286,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-02,ppb,None,24,100.0,17.4375,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-03,ppb,None,17,71.0,18.405882,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-04,ppb,None,24,100.0,6.920833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-05,ppb,None,24,100.0,4.9875,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-06,ppb,None,24,100.0,8.104167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-07,ppb,None,24,100.0,9.233333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-08,ppb,None,14,58.0,7.285714,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-16,ppb,None,9,38.0,12.1,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-17,ppb,None,22,92.0,13.313636,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-18,ppb,None,22,92.0,18.127273,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-19,ppb,None,24,100.0,10.645833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-20,ppb,None,24,100.0,8.495833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-21,ppb,None,24,100.0,20.625,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-22,ppb,None,24,100.0,19.891667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-23,ppb,None,24,100.0,19.2,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-24,ppb,None,24,100.0,8.870833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-25,ppb,None,24,100.0,5.170833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-26,ppb,None,24,100.0,5.795833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-27,ppb,None,24,100.0,4.804167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-28,ppb,None,17,71.0,17.635294,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-29,ppb,None,24,100.0,9.879167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-11-30,ppb,None,24,100.0,5.745833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-01,ppb,None,20,83.0,9.89,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-02,ppb,None,24,100.0,6.8875,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-03,ppb,None,24,100.0,5.216667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-04,ppb,None,24,100.0,4.45,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-05,ppb,None,3,13.0,14.4,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-06,ppb,None,10,42.0,11.07,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-07,ppb,None,24,100.0,10.85,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-08,ppb,None,24,100.0,11.029167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-09,ppb,None,24,100.0,7.1625,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-10,ppb,None,24,100.0,4.2125,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-11,ppb,None,24,100.0,7.404167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-12,ppb,None,18,75.0,5.35,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-13,ppb,None,24,100.0,4.741667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-14,ppb,None,24,100.0,5.658333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-15,ppb,None,22,92.0,7.927273,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-16,ppb,None,24,100.0,9.945833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,23,42602,1,33.553056,-86.815,WGS84,1 HOUR,NO2 1-hour 2010,2022-12-17,ppb,None,24,100.0,4.183333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
